"","x"
"344",347.539559656169
"345",348.245170289821
"346",308.293681006872
"347",345.038000046647
"348",304.760101067383
"349",304.99050948652
"350",348.700305624006
"351",348.902384208465
"352",304.579928082908
"353",321.767693958848
"354",342.56477276711
"355",332.163642004682
"356",305.978749059245
"357",319.992988938089
"358",307.552601449685
"359",334.410575757468
"360",341.927515679782
"361",305.993064782031
"362",310.843470668651
"363",323.415111767539
"364",312.237618708016
"365",342.802457661394
"366",322.385092685669
"367",305.173128331923
"368",350.573014915805
"369",351.011292170878
"370",348.381299887833
"371",352.032582786332
"372",349.900735911271
"373",326.672056148506
"374",306.471696830618
"375",309.047038391303
"376",340.095374063799
"377",307.644408481552
"378",320.90511482333
"379",306.15357510368
"380",343.673622132118
"381",348.107057570996
"382",347.816342952466
"383",348.769700063226
"384",332.115962901627
"385",307.891948996835
"386",308.053696879249
"387",320.379831104877
"388",324.554592670932
"389",309.188460571361
"390",331.231917947534
"391",306.450723583196
"392",307.150542888509
"393",333.911557389309
"394",345.436029430445
"395",308.666662616724
"396",308.410494949881
"397",340.83648469892
"398",305.631501118386
"399",304.473524503513
"400",309.312555688612
"401",343.855443016167
"402",306.148902376822
"403",330.295380615571
"404",334.570867264023
"405",332.622141168145
"406",346.732206474249
"407",305.575661496707
"408",323.26052787997
"409",306.786713869561
"410",323.248920412478
"411",333.856598638923
"412",307.949325224369
"413",320.89302057045
"414",322.391900256379
"415",344.753809421995
"416",353.087883898044
"417",347.343003622516
"418",309.776368562443
"419",351.069452267671
"420",320.219045810853
"421",344.929613020149
"422",347.822736422954
"423",345.857640108785
"424",309.231657549737
"425",307.344700374002
"426",348.53769354638
"427",303.465593119604
"428",328.989329706181
"429",322.692382368762
"430",323.07991944015
"431",328.117325335188
"432",307.054861131697
"433",306.260796491347
"434",349.423527314891
"435",307.595065475947
"436",322.057639236262
"437",350.305743384187
"438",306.675893012619
"439",347.259634164807
"440",331.050993705799
"441",307.300344859007
"442",307.965829065616
"443",349.647825183162
"444",347.947774486756
"445",307.456476749563
"446",346.674846838661
"447",309.210121993063
"448",332.766157290797
"449",306.367234551583
"450",307.732713264557
"451",328.716731325158
"452",345.837121071655
"453",302.298393987212
"454",305.469400291063
"455",307.924335035155
"456",353.52170741338
"457",340.889849290351
"458",331.475912698267
"459",344.730155657159
"460",306.578736012464
"461",308.51253015748
"462",344.000796556342
"463",305.112510950214
"464",346.903606792769
"465",303.970995003787
"466",326.142896440707
"467",345.835358756673
"468",306.242794045763
"469",342.214854007262
"470",343.673190019943
"471",347.166502030333
"472",326.882143185456
"473",351.113947158912
"474",340.822894859128
"475",305.01694902073
"476",307.503867788411
"477",319.340137260247
"478",346.349293235132
"479",344.485253080501
"480",348.97632088943
"481",323.130018868395
"482",308.599927585234
"483",322.911821721189
"484",337.257838521114
"485",346.785545433314
"486",347.607014647229
"487",303.940462732612
"488",306.323823708925
"489",324.385340904521
"490",307.163685045446
"491",310.41603603372
"492",337.018159114611
"493",305.424157305727
"494",302.979501625245
"495",350.409121537533
"496",352.595231334562
"497",350.073852508929
"498",346.362841282525
"499",322.527590711881
"500",307.892151202173
"501",348.561799034696
"502",348.132685754343
"503",345.129023573402
"504",345.282168424392
"505",347.93750345959
"506",328.877716500732
"507",348.563610456043
"508",323.12046995227
"509",320.736693485038
"510",346.380163539545
"511",322.074035049066
"512",353.157032457286
"513",305.462884799044
"514",345.304223661609
"515",351.999990223394
"516",303.919197985825
"517",350.435138379008
"518",342.314151307551
"519",307.942443175672
"520",347.107283111703
"521",321.120374419181
"522",344.168735000496
"523",307.73475323171
"524",303.269056574983
"525",347.331661809278
"526",329.540110174621
"527",324.993830313119
"528",325.782081071179
"529",328.819699788708
"530",330.256415900995
"531",347.403287567807
"532",309.17063573085
"533",309.592291834111
"534",309.575259911341
"535",306.32259282351
"536",308.208593084434
"537",308.84153481451
"538",310.289527486067
"539",305.227496766389
"540",353.51750038722
"541",349.144562904645
"542",334.11223771359
"543",343.77328510793
"544",306.051489460454
"545",306.860374839321
"546",305.474953612409
"547",329.282170889406
"548",304.744616022806
"549",347.368179622128
"550",350.686368602606
"551",320.531067453685
"552",341.4824956596
"553",307.995652277317
"554",332.51944494893
"555",323.309011012927
"556",348.874849725198
"557",301.038290441244
"558",310.773853438617
"559",323.149700650911
"560",322.978569099
"561",343.438239454959
"562",307.888647118346
"563",305.492112004866
"564",347.633034270987
"565",330.589743760216
"566",347.039731983964
"567",308.360211174093
"568",346.832823900479
"569",306.001803962879
"570",328.51921850936
"571",306.420336026052
"572",345.522382088214
"573",308.950220297308
"574",307.195918841738
"575",320.757098934368
"576",348.26973571386
"577",345.442300565455
"578",352.757334290287
"579",318.888154127489
"580",346.518680012689
"581",309.043161752255
"582",329.101507405445
"583",346.38969546371
"584",307.822556407587
"585",343.956258736568
"586",349.994863011582
"587",303.735420190688
"588",346.297516364308
"589",326.034671495551
"590",344.499587634639
"591",353.926650052613
"592",306.472888742334
"593",326.992771256478
"594",346.271474085023
"595",320.613151134055
"596",345.411570273507
"597",349.114206945679
"598",344.183342621328
"599",308.750532267138
"600",344.766898863902
"601",326.322682030917
"602",328.555023166981
"603",303.619534031794
"604",325.727361157094
"605",333.110899224864
"606",328.111919259828
"607",304.604926015811
"608",346.997367731656
"609",333.10302461055
"610",306.505317552688
"611",330.981169869139
"612",307.289327419065
"613",348.597338354612
"614",343.471892445223
"615",354.450962203506
"616",343.004992811859
"617",304.278463340999
"618",306.529815087335
"619",346.731335052821
"620",307.40165747546
"621",321.336586645316
"622",306.779972433818
"623",346.358651533896
"624",308.511896510483
"625",306.689547255857
"626",346.240979903227
"627",303.697392912433
"628",341.721419961613
"629",345.821642007788
"630",328.190455786258
"631",317.586899019006
"632",303.4813771023
"633",308.444964389035
"634",322.264757462998
"635",348.170411008525
"636",303.712073123605
"637",305.690370757795
"638",306.821714503491
"639",344.931765599602
"640",347.427195153513
"641",329.389932635976
"642",309.839177997561
"643",332.577212702216
"644",306.279995103279
"645",323.063887162254
"646",306.177420339297
"647",309.141849573589
"648",324.617055434848
"649",345.918277050863
"650",330.261638334308
"651",354.898531983529
"652",322.207183035269
"653",305.0125068347
"654",348.030827570703
"655",347.149767762073
"656",301.985368763653
"657",307.65691595293
"658",350.34924836683
"659",321.008270108994
"660",325.142416743045
"661",307.253040524992
"662",324.70015441747
"663",306.933573768258
"664",347.286503585154
"665",305.979405455395
"666",349.725840751813
"667",329.837451626317
"668",311.122108801104
"669",306.134710696535
"670",345.111041762031
"671",320.047756362086
"672",347.336912530916
"673",324.176498989791
"674",351.259408282883
"675",349.078215857576
"676",340.21516017061
"677",308.426758493679
"678",310.072159726483
"679",307.637141441869
"680",300.58388624779
"681",323.091704292527
"682",320.466872308197
"683",306.930079299714
"684",344.281585637021
"685",345.457935946538
"686",347.441093356124
"687",342.968371689768
"688",347.490384706643
"689",305.914181553355
"690",332.269050562973
"691",304.536774772115
"692",350.320026405491
"693",322.132748093167
"694",337.393669832769
"695",344.1382868908
"696",346.38453497693
"697",322.88114850893
"698",308.179176554828
"699",335.722021305919
"700",345.11676400037
"701",333.604494930856
"702",326.546889692651
"703",320.997751782189
"704",345.081956949114
"705",347.649173141769
"706",304.477724740662
"707",352.96390606485
"708",349.946914304362
"709",330.079539136163
"710",343.060509433233
"711",344.278366506435
"712",346.72193914875
"713",301.99334450513
"714",320.543018721024
"715",350.362480960354
"716",350.495351654348
"717",306.554830401068
"718",307.543618972375
"719",344.269214005233
"720",320.147197349907
"721",306.146427151526
"722",349.252047612021
"723",332.947985972898
"724",345.655113312624
"725",309.118830765989
"726",315.261738348755
"727",306.345681617296
"728",350.959007056218
"729",351.675534155544
"730",308.721274888471
"731",347.426410586144
"732",347.607089822441
"733",320.749369961655
"734",304.698616293269
"735",345.174344927889
"736",306.705850217694
"737",304.128342815733
"738",321.392069090152
"739",311.053390047384
"740",304.964005103078
"741",304.380287621773
"742",345.150647398146
"743",350.07325608334
"744",305.33450133122
"745",309.884154447781
"746",343.19234288744
"747",346.057073029129
"748",320.464505544344
"749",305.871246949729
"750",345.305308817017
"751",337.786270893389
"752",327.056601720329
"753",349.031168407316
"754",310.1982341911
"755",344.063036190055
"756",306.138685614384
"757",342.133703427104
"758",305.705608741318
"759",332.083017013809
"760",344.637950160701
"761",322.661036106114
"762",306.771243489546
"763",317.922991135651
"764",305.025319432605
"765",303.436408783549
"766",304.76989999001
"767",351.759471441246
"768",344.672101512355
"769",320.359768929098
"770",344.104853040069
"771",349.240589960868
"772",323.69476384063
"773",309.593072517285
"774",333.998092571073
"775",345.594587304042
"776",348.714456887036
"777",307.846738194401
"778",325.929857991862
"779",307.480513247232
"780",331.949268187248
"781",329.367488799072
"782",347.36795494126
"783",349.86402692187
"784",351.476874708493
"785",323.956467471578
"786",308.0630697727
"787",348.70169824586
"788",307.313564263508
"789",345.791779323177
"790",307.150971610222
"791",304.594739410232
"792",306.255230794479
"793",332.957173466112
"794",308.234020314088
"795",345.65858149098
"796",347.475442999879
"797",305.972002124729
"798",343.631709906874
"799",320.882152444437
"800",302.776292603525
"801",320.179753418603
"802",306.506599287693
"803",329.15915296582
"804",322.259869621354
"805",305.398842895866
"806",350.971111712571
"807",307.062328157532
"808",328.529158980029
"809",305.266496537355
"810",304.494836842452
"811",304.899604069472
"812",349.47957440243
"813",305.312659488151
"814",324.499957169564
"815",349.322044979217
"816",348.796043984151
"817",334.591674028198
"818",329.89547839174
"819",308.404639597981
"820",347.22604117509
"821",302.474698836013
"822",350.164115718067
"823",319.756686721178
"824",327.997137178592
"825",325.157999173787
"826",309.581170030878
"827",310.976971155471
"828",307.418413812524
"829",306.110606866857
"830",342.024567459149
"831",348.746990590817
"832",328.866377277382
"833",325.422496932856
"834",322.153002348283
"835",346.24149542772
"836",350.025930064462
"837",305.689542328114
"838",328.585328415632
"839",330.084001295467
"840",347.295479604537
"841",328.932373617724
"842",307.628561319803
"843",308.840349063432
"844",342.463559133894
"845",346.955892948736
"846",348.816954975244
"847",304.966238309105
"848",350.34691866757
"849",346.219508728464
"850",309.07295179217
"851",332.4732377645
"852",318.68531987529
"853",309.219114658257
"854",329.922672564734
"855",310.446793020117
"856",305.391465318352
"857",309.854611035747
"858",343.739632173109
"859",308.144242302493
"860",309.849586768353
"861",306.187857296906
"862",307.098294375072
"863",343.906204497221
"864",309.061160445272
"865",308.593103536007
"866",344.998353993034
"867",347.700492952148
"868",352.586585132954
"869",346.83154066432
"870",305.045536011324
"871",349.84845449454
"872",331.579651723631
"873",319.456748404273
"874",307.028558008169
"875",342.439680062743
"876",305.65330140371
"877",305.501271997218
"878",346.897159260546
"879",314.569258062778
"880",333.083890981955
"881",308.460423377606
"882",327.598099632482
"883",330.830553710679
"884",330.224932894038
"885",343.253708516847
"886",321.742223547789
"887",326.172989710967
"888",343.165987963614
"889",349.237398033027
"890",307.980174345591
"891",303.006585226482
"892",304.182329365992
"893",308.835690269048
"894",305.501038489132
"895",304.523121262952
"896",310.228896808887
"897",345.831877091272
"898",307.526839492926
"899",306.594956704039
"900",309.11537782609
"901",322.654743337548
"902",322.269247657091
"903",308.661843202052
"904",308.722548948814
"905",307.660618503376
"906",309.17992486833
"907",308.19757705426
"908",307.994085234001
"909",306.083860397443
"910",308.834930584785
"911",345.768985065957
"912",319.934742899917
"913",347.137500311995
"914",307.049924561931
"915",305.209922558789
"916",345.053024783946
"917",305.890573523608
"918",343.845359446796
"919",346.690008760934
"920",326.696671897501
"921",304.238762960453
"922",326.501822413004
"923",331.0660565802
"924",307.199927443631
"925",330.654638110833
"926",320.99615298103
"927",354.033870223216
"928",305.045566316811
"929",349.691695312052
"930",346.724773121594
"931",346.050465881469
"932",326.791315782497
"933",306.690812155282
"934",308.283582580455
"935",342.781643143011
"936",319.778091224803
"937",331.358942302867
"938",349.776308385623
"939",320.299182693725
"940",306.741169779582
"941",307.250830438902
"942",330.366876190261
"943",308.742753551689
"944",351.67604138448
"945",347.654564771042
"946",348.218464224274
"947",346.225377943218
"948",324.21321024733
"949",332.675585888333
"950",322.454461053988
"951",309.896272308948
"952",307.746405818811
"953",345.814847336527
"954",320.806176499713
"955",346.511017942472
"956",306.621979150767
"957",331.544088093364
"958",308.652337503276
"959",348.183247064526
"960",308.47716988148
"961",306.457739557244
"962",346.81522678076
"963",308.698870735363
"964",343.375312512974
"965",309.115404086198
"966",311.74868804765
"967",306.199505151208
"968",333.974847616425
"969",333.890433407301
"970",347.29907880378
"971",329.04129347472
"972",342.913986115136
"973",348.359060755133
"974",331.03242310567
"975",304.953006553653
"976",303.768160058027
"977",305.277125758842
"978",349.597390891557
"979",343.972528346498
"980",321.660629808522
"981",308.148674021283
"982",302.204341862836
"983",331.845363409856
"984",347.12394989979
"985",303.298753578676
"986",344.616568475538
"987",345.514141220338
"988",305.628238257272
"989",329.341732122327
"990",346.692367973691
"991",308.649756992311
"992",346.616112604705
"993",345.235188488983
"994",308.336376974384
"995",309.010296646234
"996",321.644490442543
"997",349.592857773431
"998",306.956190812774
"999",306.470538246867
"1000",305.173373939914
"1001",343.596109454472
"1002",349.293671296956
"1003",348.712130414362
"1004",326.94491821378
"1005",302.94022906216
"1006",308.180957307325
"1007",342.760790109233
"1008",351.831024652881
"1009",326.601106367227
"1010",351.104893729042
"1011",327.233280596231
"1012",342.84695873543
"1013",306.960840641485
"1014",331.487756964288
"1015",346.59587494559
"1016",330.745604086151
"1017",320.567595357041
"1018",310.335212872564
"1019",305.846596530338
"1020",307.603712686175
"1021",306.220355344411
"1022",319.98513432802
"1023",305.698252214453
"1024",317.43449325661
"1025",306.800337212165
"1026",322.32350866448
"1027",348.246406708715
"1028",309.62302511492
"1029",303.688583497991
"1030",345.333443329082
"1031",342.080607629941
"1032",347.866791819267
"1033",311.583509065045
"1034",333.616270298587
"1035",345.889656072869
"1036",309.597058556524
"1037",306.689612528748
"1038",347.954106669597
"1039",330.787095311441
"1040",307.366934653807
"1041",308.558178579635
"1042",304.486607105866
"1043",352.979859343516
"1044",345.947670086241
"1045",307.80207701069
"1046",353.403855572185
"1047",346.783201789184
"1048",305.795244609459
"1049",353.158624198959
"1050",328.024584782597
"1051",307.270625232956
"1052",345.627190304203
"1053",346.854736499003
"1054",330.423118120294
"1055",327.937439300398
"1056",304.118346464583
"1057",323.904171773719
"1058",349.092447967036
"1059",343.848903969839
"1060",304.032545269967
"1061",306.946046739968
"1062",333.827544704986
"1063",320.427526161988
"1064",305.738397882023
"1065",343.928561360155
"1066",333.367186336623
"1067",309.40103237404
"1068",309.505145717803
"1069",328.91791653942
"1070",345.391554096656
"1071",307.177953140566
"1072",309.058987035838
"1073",348.563475935862
"1074",345.444502210566
"1075",332.934453029449
"1076",347.974487500442
"1077",348.570103104598
"1078",304.009195459323
"1079",306.880685136064
"1080",347.526589401441
"1081",305.097623132071
"1082",307.928226446535
"1083",349.732675992992
"1084",305.387605230559
"1085",347.641014133483
"1086",319.199118073962
"1087",347.992363337696
"1088",306.844405786857
"1089",333.76910402641
"1090",344.751641415458
"1091",349.562465488333
"1092",345.764384612885
"1093",306.938317116196
"1094",307.705818888983
"1095",350.998444305676
"1096",321.006748036566
"1097",308.426489194761
"1098",342.485298334063
"1099",344.039108533149
"1100",330.934664931644
"1101",348.224938755721
"1102",307.852117024592
"1103",343.69650250912
"1104",306.335300623033
"1105",307.460415175306
"1106",343.486539785265
"1107",308.182739076209
"1108",347.441828067704
"1109",332.043853623948
"1110",348.457440726569
"1111",305.304537727555
"1112",348.880919905713
"1113",307.958676839493
"1114",351.365733146303
"1115",315.148368323188
"1116",349.297678541903
"1117",302.282092833971
"1118",343.184113594504
"1119",306.143251226025
"1120",320.904029641274
"1121",306.075008745134
"1122",319.173470825057
"1123",343.035008823281
"1124",322.372413232918
"1125",317.990095165142
"1126",332.30277239687
"1127",306.540272064292
"1128",348.647298418411
"1129",307.013539135549
"1130",303.498261247505
"1131",320.886235169637
"1132",308.042807599036
"1133",348.247075296765
"1134",350.02438834987
"1135",349.072101885311
"1136",305.10338975937
"1137",306.069867709489
"1138",350.764570976594
"1139",322.83439410589
"1140",347.608063575897
"1141",309.840480763102
"1142",307.979088032089
"1143",320.411122869093
"1144",309.998133676216
"1145",327.961640711318
"1146",347.044638252183
"1147",309.300982522163
"1148",305.240943956206
"1149",318.313517311744
"1150",306.598201917595
"1151",318.248202928444
"1152",310.946656641329
"1153",348.778483442695
"1154",319.75551017171
"1155",337.20425839076
"1156",306.176996417526
"1157",307.100186364868
"1158",306.70160615031
"1159",307.066230080134
"1160",348.441429171617
"1161",304.802658598664
"1162",307.666292355872
"1163",343.180901526706
"1164",305.996229968896
"1165",330.803151094395
"1166",303.68629243
"1167",330.975568473051
"1168",308.841185962325
"1169",348.149679028194
"1170",305.538822728357
"1171",323.758328255583
"1172",320.953443995887
"1173",351.402288824592
"1174",347.241248814384
"1175",346.544523750557
"1176",309.030841201723
"1177",347.984119195484
"1178",320.557567068
"1179",309.618619797607
"1180",304.726421822864
"1181",344.358008258256
"1182",306.028833970725
"1183",347.682298416455
"1184",346.800615953063
"1185",332.054840772923
"1186",308.372505496346
"1187",306.402751733819
"1188",353.266816866112
"1189",302.570698124654
"1190",304.518610439264
"1191",323.90902679331
"1192",331.453064442079
"1193",307.484535608375
"1194",348.417738717142
"1195",306.003981344344
"1196",329.15195894465
"1197",322.051820120569
"1198",320.967920679061
"1199",307.824256982603
"1200",304.323478380071
"1201",304.040331472057
"1202",324.570866430904
"1203",324.336846745629
"1204",342.084327109548
"1205",348.071718295051
"1206",322.065709297016
"1207",346.556939828783
"1208",324.02027944365
"1209",345.277598027366
"1210",348.747228703281
"1211",305.055899459109
"1212",352.510890063218
"1213",309.401725128377
"1214",309.136361623539
"1215",348.905180634718
"1216",334.860661364123
"1217",332.865251443962
"1218",308.330350718679
"1219",339.130670875817
"1220",305.797809962666
"1221",350.043266095492
"1222",306.722320309153
"1223",347.101433827893
"1224",323.289572160609
"1225",306.849834723313
"1226",305.59709292943
"1227",304.798850341899
"1228",302.546471853121
"1229",330.446049904011
"1230",348.504943724233
"1231",305.825610025608
"1232",308.112289811787
"1233",349.351231402935
"1234",307.800760614674
"1235",302.436137071792
"1236",321.482017480736
"1237",347.790634631818
"1238",347.329739138082
"1239",348.912911941862
"1240",346.446623916062
"1241",348.820987687376
"1242",344.711973343347
"1243",308.33678632959
"1244",306.942893289092
"1245",330.361520953774
"1246",338.695272657641
"1247",329.010374977621
"1248",327.704571083083
"1249",323.256020010968
"1250",307.39239231018
"1251",308.007340131804
"1252",304.161338915068
"1253",326.640160270828
"1254",337.603404037864
"1255",346.63120637157
"1256",305.103446278642
"1257",304.731641842045
"1258",344.987540299284
"1259",328.965787225134
"1260",307.65893570757
"1261",306.163513649184
"1262",312.821750170383
"1263",304.94054226765
"1264",345.728749794815
"1265",308.847706091708
"1266",344.932650091865
"1267",343.629382438524
"1268",334.866500358148
"1269",308.932320734717
"1270",304.160903547915
"1271",307.302942111753
"1272",341.093293031416
"1273",324.163129274903
"1274",316.948656986894
"1275",344.642879663999
"1276",349.248262150576
"1277",304.75711129471
"1278",323.107072852202
"1279",349.171675330226
"1280",328.920088783112
"1281",307.588065639095
"1282",348.960922289587
"1283",305.868990107677
"1284",322.549870476699
"1285",319.083282920763
"1286",307.637600725465
"1287",305.151356943236
"1288",347.296397392625
"1289",345.916974531064
"1290",305.224420619646
"1291",310.598223144136
"1292",331.615574677878
"1293",325.775977642343
"1294",346.479456102705
"1295",305.289085713177
"1296",345.642838469195
"1297",307.15282423878
"1298",353.619482339465
"1299",346.146100403715
"1300",309.375043465885
"1301",345.776757031501
"1302",308.995133242654
"1303",305.061464521256
"1304",333.27587530434
"1305",331.248252160724
"1306",319.577628705574
"1307",309.013034184097
"1308",346.347790934146
"1309",344.4021398284
"1310",342.586572657312
"1311",311.304460447045
"1312",351.777042050489
"1313",346.936954213795
"1314",352.203484493773
"1315",348.000310732546
"1316",319.398801322988
"1317",307.96713816657
"1318",306.33523321655
"1319",324.297759362163
"1320",345.928080023842
"1321",350.537140377081
"1322",308.799857964546
"1323",321.372347558722
"1324",308.319401726944
"1325",303.303378901114
"1326",345.102933913892
"1327",308.048652929836
"1328",305.326751058926
"1329",302.174360576579
"1330",321.205716181213
"1331",306.420776213501
"1332",329.18816291676
"1333",303.597479515916
"1334",348.298315950804
"1335",324.684056337245
"1336",348.315544401875
"1337",348.921931762621
"1338",334.552700823612
"1339",331.579394437769
"1340",308.729475711813
"1341",306.947894817624
"1342",304.143175685677
"1343",330.543181137053
"1344",306.729144052533
"1345",311.423815033353
"1346",305.677225072413
"1347",308.258712367596
"1348",306.455499404268
"1349",344.848375291538
"1350",346.41402147328
"1351",309.626528403952
"1352",307.025364850338
"1353",304.751576812441
"1354",349.569884091845
"1355",307.628364240615
"1356",348.010015708959
"1357",347.786077800155
"1358",307.638927718122
"1359",306.395814150413
"1360",332.55202248555
"1361",319.089783607796
"1362",334.824039539619
